Date,Region,Category,Product,Salesperson,Units,Revenue,Cost
2025-07-26,UK,Footwear,Sandals,Online Store,4,330.76,133.73
2025-07-28,USA,Menswear,Bomber Jacket,Online Store,4,461.52,204.43
2025-07-28,Germany,Footwear,Leather Sneakers,Online Store,3,176.25,86.3
2025-07-29,Canada,Menswear,Bomber Jacket,Online Store,2,163.78,79.31
2025-07-29,UK,Womenswear,Floral Dress,Online Store,4,242.4,120.58
2025-07-30,USA,Womenswear,Denim Jacket,Online Store,4,499.0,243.95
2025-07-30,UK,Accessories,Leather Belt,Online Store,1,200.47,99.59
2025-07-31,Australia,Menswear,Bomber Jacket,Online Store,2,429.92,178.46
2025-08-01,Canada,Footwear,Leather Sneakers,Online Store,2,79.54,31.3
2025-08-02,Canada,Menswear,Oxford Shirt,Online Store,2,339.16,184.91
2025-08-02,USA,Womenswear,Wide-Leg Trousers,Online Store,4,323.6,136.98
2025-08-05,Australia,Footwear,Sandals,Online Store,3,167.7,72.23
2025-08-06,Germany,Footwear,Leather Sneakers,Online Store,1,43.37,15.73
2025-08-06,USA,Footwear,Ankle Boots,Online Store,4,137.24,70.88
2025-08-06,Canada,Footwear,Sandals,Online Store,1,81.79,39.97
2025-08-07,Germany,Accessories,Leather Belt,Online Store,4,283.4,105.04
2025-08-07,Australia,Womenswear,Floral Dress,Online Store,4,693.52,293.27
2025-08-08,Canada,Menswear,Oxford Shirt,Online Store,3,77.94,31.11
2025-08-09,USA,Accessories,Leather Belt,Online Store,2,79.86,33.18
2025-08-12,UK,Footwear,Leather Sneakers,Online Store,4,555.28,254.91
2025-08-12,Germany,Footwear,Sandals,Online Store,4,557.6,236.12
2025-08-12,Australia,Accessories,Leather Belt,Online Store,4,257.4,110.69
2025-08-13,Canada,Accessories,Sunglasses,Online Store,4,458.36,208.82
2025-08-13,Canada,Menswear,Oxford Shirt,Online Store,3,642.39,315.7
2025-08-13,Australia,Menswear,Oxford Shirt,Online Store,1,218.45,112.91
2025-08-14,Germany,Footwear,Leather Sneakers,Online Store,1,43.68,15.49
2025-08-15,USA,Womenswear,Denim Jacket,Online Store,2,240.88,91.97
